x-axis,1,2
second,Volt,Volt
-50.00000E-06,+78.51759E-06,+5.20179015E-03
-49.95000E-06,-37.71135298E-03,+5.12040472E-03
-49.90000E-06,-62.43126582E-03,+5.04401355E-03
-49.85000E-06,-108.06311102E-03,+4.98670088E-03
-49.80000E-06,-117.71536585E-03,+5.11829896E-03
-49.75000E-06,-172.78503030E-03,+4.86516848E-03
-49.70000E-06,-206.76306102E-03,+4.83403432E-03
-49.65000E-06,-211.87803728E-03,+5.21790297E-03
-49.60000E-06,-265.95657030E-03,+4.87921413E-03
-49.55000E-06,-292.59591081E-03,+4.88011264E-03
-49.50000E-06,-332.58633918E-03,+4.89536555E-03
-49.45000E-06,-358.00853460E-03,+4.83095286E-03
-49.40000E-06,-391.06984715E-03,+4.82490573E-03
-49.35000E-06,-418.79788849E-03,+4.82490573E-03
-49.30000E-06,-434.48569712E-03,+4.76973741E-03
-49.25000E-06,-469.29831405E-03,+4.82490573E-03
-49.20000E-06,-507.45916542E-03,+4.91572849E-03
-49.15000E-06,-529.67809355E-03,+4.65378902E-03
-49.10000E-06,-574.22895664E-03,+5.06251314E-03
-49.05000E-06,-570.76108209E-03,+5.11665632E-03
-49.00000E-06,-640.67130544E-03,+4.53338669E-03
-48.95000E-06,-662.47294046E-03,+4.69409037E-03
-48.90000E-06,-683.33856052E-03,+4.74952884E-03
-48.85000E-06,-707.74646837E-03,+4.45699552E-03
-48.80000E-06,-740.39434717E-03,+4.73330024E-03
-48.75000E-06,-773.80239893E-03,+4.62343758E-03
-48.70000E-06,-800.35960748E-03,+4.42687564E-03
-48.65000E-06,-836.03105222E-03,+4.66615344E-03
-48.60000E-06,-863.80540586E-03,+4.58348358E-03
-48.55000E-06,-907.65121245E-03,+4.42289568E-03
-48.50000E-06,-922.56232524E-03,+4.42289568E-03
-48.45000E-06,-965.06145703E-03,+4.42289568E-03
-48.40000E-06,-988.98151789E-03,+4.42289568E-03
-48.35000E-06,-1.00313245772E+00,+4.37400606E-03
-48.30000E-06,-1.04514760187E+00,+4.18116478E-03
-48.25000E-06,-1.06726896060E+00,+4.18147353E-03
-48.20000E-06,-1.08495724342E+00,+4.04070826E-03
-48.15000E-06,-1.12554961106E+00,+4.02088564E-03
-48.10000E-06,-1.16265263647E+00,+4.02088564E-03
-48.05000E-06,-1.17843801450E+00,+4.09278427E-03
-48.00000E-06,-1.20894817068E+00,+3.96033713E-03
-47.95000E-06,-1.24030449114E+00,+3.75851079E-03
-47.90000E-06,-1.24260261833E+00,+3.96353437E-03
