x-axis,1,2
second,Volt,Volt
-5.000000E-03,-7.459171E-03,+217.101128E-03
-4.995000E-03,+55.053402E-03,+218.025752E-03
-4.990000E-03,+117.465463E-03,+218.608666E-03
-4.985000E-03,+180.078548E-03,+219.372486E-03
-4.980000E-03,+241.686592E-03,+220.297109E-03
-4.975000E-03,+306.611216E-03,+220.719220E-03
-4.970000E-03,+367.616267E-03,+220.658921E-03
-4.965000E-03,+429.827343E-03,+220.679016E-03
-4.960000E-03,+484.701677E-03,+220.618716E-03
-4.955000E-03,+541.485658E-03,+219.613691E-03
-4.950000E-03,+600.078619E-03,+219.312187E-03
-4.945000E-03,+664.500723E-03,+218.869966E-03
-4.940000E-03,+719.877616E-03,+217.603641E-03
-4.935000E-03,+780.078650E-03,+216.598616E-03
-4.930000E-03,+835.053534E-03,+214.709164E-03
-4.925000E-03,+891.535980E-03,+213.282028E-03
-4.920000E-03,+945.003303E-03,+210.065953E-03
-4.915000E-03,+999.274644E-03,+208.920219E-03
-4.910000E-03,+1.049927947E+00,+206.367443E-03
-4.905000E-03,+1.102591215E+00,+204.055896E-03
-4.900000E-03,+1.152842510E+00,+201.523239E-03
-4.895000E-03,+1.203395185E+00,+198.367447E-03
-4.890000E-03,+1.249827418E+00,+195.251876E-03
-4.885000E-03,+1.300581194E+00,+191.653878E-03
-4.880000E-03,+1.347616266E+00,+188.638787E-03
-4.875000E-03,+1.389525855E+00,+183.935284E-03
-4.870000E-03,+1.425204331E+00,+179.995593E-03
-4.865000E-03,+1.466711834E+00,+176.397611E-03
-4.860000E-03,+1.509123944E+00,+171.854880E-03
-4.855000E-03,+1.550530897E+00,+167.312157E-03
-4.850000E-03,+1.585003309E+00,+162.126236E-03
-4.845000E-03,+1.620882616E+00,+157.261914E-03
-4.840000E-03,+1.656561208E+00,+152.337300E-03
-4.835000E-03,+1.684601214E+00,+146.166425E-03
-4.830000E-03,+1.720380164E+00,+141.161410E-03
-4.825000E-03,+1.749827297E+00,+135.895056E-03
-4.820000E-03,+1.772641424E+00,+130.307126E-03
-4.815000E-03,+1.802189222E+00,+124.477968E-03
-4.810000E-03,+1.823395316E+00,+118.266912E-03
-4.805000E-03,+1.841184086E+00,+111.432752E-03
-4.800000E-03,+1.861887543E+00,+104.638781E-03
-4.795000E-03,+1.883395017E+00,+98.628717E-03
-4.790000E-03,+1.898872402E+00,+92.276944E-03
-4.785000E-03,+1.915254509E+00,+85.764406E-03
-4.780000E-03,+1.922088615E+00,+78.990523E-03
-4.775000E-03,+1.934249421E+00,+71.774441E-03
