x-axis,1,2
second,Volt,Volt
-25.00000E-03,+223.69661E-03,-13.61731E-03
-24.97500E-03,+187.61620E-03,-13.66354E-03
-24.95000E-03,+153.24434E-03,-13.70977E-03
-24.92500E-03,+116.76193E-03,-13.73087E-03
-24.90000E-03,+83.69661E-03,-13.74293E-03
-24.87500E-03,+48.82223E-03,-13.77308E-03
-24.85000E-03,+14.75188E-03,-13.79419E-03
-24.82500E-03,-16.60490E-03,-13.81530E-03
-24.80000E-03,-50.57475E-03,-13.83640E-03
-24.77500E-03,-84.54460E-03,-13.83238E-03
-24.75000E-03,-119.51948E-03,-13.84344E-03
-24.72500E-03,-152.48430E-03,-13.86856E-03
-24.70000E-03,-184.14259E-03,-13.84545E-03
-24.67500E-03,-217.71043E-03,-13.86856E-03
-24.65000E-03,-254.39385E-03,-13.86856E-03
-24.62500E-03,-291.37878E-03,-13.84344E-03
-24.60000E-03,-328.46420E-03,-13.85751E-03
-24.57500E-03,-363.13756E-03,-13.85047E-03
-24.55000E-03,-390.87627E-03,-13.84344E-03
-24.52500E-03,-426.65516E-03,-13.84344E-03
-24.50000E-03,-462.23305E-03,-13.86856E-03
-24.47500E-03,-494.69536E-03,-13.84344E-03
-24.45000E-03,-528.56471E-03,-13.81831E-03
-24.42500E-03,-564.34359E-03,-13.81831E-03
-24.40000E-03,-599.11747E-03,-13.78916E-03
-24.37500E-03,-633.08732E-03,-13.76806E-03
-24.35000E-03,-662.03204E-03,-13.72183E-03
-24.32500E-03,-698.51445E-03,-13.68364E-03
-24.30000E-03,-731.17776E-03,-13.68062E-03
-24.27500E-03,-763.94159E-03,-13.65851E-03
-24.25000E-03,-797.91144E-03,-13.56705E-03
-24.22500E-03,-829.46923E-03,-13.54193E-03
-24.20000E-03,-865.54963E-03,-13.51680E-03
-24.17500E-03,-897.30842E-03,-13.46655E-03
-24.15000E-03,-927.66019E-03,-13.40524E-03
-24.12500E-03,-960.22300E-03,-13.35097E-03
-24.10000E-03,-991.68028E-03,-13.30977E-03
-24.07500E-03,-1.02313757E+00,-13.26354E-03
-24.05000E-03,-1.05439386E+00,-13.16705E-03
-24.02500E-03,-1.08353958E+00,-13.07660E-03
-24.00000E-03,-1.11650441E+00,-12.99921E-03
-23.97500E-03,-1.14755969E+00,-12.91379E-03
-23.95000E-03,-1.17791144E+00,-12.84947E-03
-23.92500E-03,-1.20655465E+00,-12.73188E-03
-23.90000E-03,-1.23821295E+00,-12.61328E-03
-23.87500E-03,-1.26424310E+00,-12.51680E-03
