x-axis,1,2
second,Volt,Volt
-25.00000E-03,-2.15821292E+00,-3.80614E-03
-24.97500E-03,-2.16072548E+00,-3.75790E-03
-24.95000E-03,-2.16323804E+00,-3.71368E-03
-24.92500E-03,-2.16705714E+00,-3.65539E-03
-24.90000E-03,-2.17077573E+00,-3.61770E-03
-24.87500E-03,-2.17077573E+00,-3.57247E-03
-24.85000E-03,-2.17580086E+00,-3.50363E-03
-24.82500E-03,-2.18052448E+00,-3.44483E-03
-24.80000E-03,-2.18223301E+00,-3.39508E-03
-24.77500E-03,-2.18474558E+00,-3.34835E-03
-24.75000E-03,-2.18836367E+00,-3.29358E-03
-24.72500E-03,-2.19147925E+00,-3.25036E-03
-24.70000E-03,-2.19338880E+00,-3.22624E-03
-24.67500E-03,-2.19590136E+00,-3.14132E-03
-24.65000E-03,-2.19841392E+00,-3.09609E-03
-24.62500E-03,-2.19992146E+00,-3.04483E-03
-24.60000E-03,-2.20343905E+00,-2.99659E-03
-24.57500E-03,-2.20414257E+00,-2.93931E-03
-24.55000E-03,-2.20816266E+00,-2.92373E-03
-24.52500E-03,-2.20846417E+00,-2.85237E-03
-24.50000E-03,-2.20846417E+00,-2.82875E-03
-24.47500E-03,-2.21097674E+00,-2.77247E-03
-24.45000E-03,-2.20977070E+00,-2.72624E-03
-24.42500E-03,-2.21178076E+00,-2.65438E-03
-24.40000E-03,-2.21348930E+00,-2.62524E-03
-24.37500E-03,-2.21348930E+00,-2.57498E-03
-24.35000E-03,-2.21559985E+00,-2.51418E-03
-24.32500E-03,-2.21348930E+00,-2.45740E-03
-24.30000E-03,-2.21469532E+00,-2.39257E-03
-24.27500E-03,-2.21529835E+00,-2.31921E-03
-24.25000E-03,-2.21198177E+00,-2.25840E-03
-24.22500E-03,-2.21348930E+00,-2.19709E-03
-24.20000E-03,-2.21348930E+00,-2.13830E-03
-24.17500E-03,-2.21529835E+00,-2.07951E-03
-24.15000E-03,-2.21208226E+00,-2.03328E-03
-24.12500E-03,-2.21348930E+00,-1.97951E-03
-24.10000E-03,-2.21157976E+00,-1.93428E-03
-24.07500E-03,-2.21097674E+00,-1.89559E-03
-24.05000E-03,-2.21137873E+00,-1.85790E-03
-24.02500E-03,-2.21097674E+00,-1.79910E-03
-24.00000E-03,-2.20846417E+00,-1.74333E-03
-23.97500E-03,-2.20735864E+00,-1.69709E-03
-23.95000E-03,-2.20776065E+00,-1.63277E-03
-23.92500E-03,-2.20374056E+00,-1.58101E-03
-23.90000E-03,-2.20102698E+00,-1.53328E-03
